in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],totalPredicted
G4500810,2018-07-30T21:00:00Z,29.4,90.81,0,193.33,0,0,0,116.07332307996319
G4500810,2018-07-30T22:00:00Z,28.3,85.19,0,0,0,0,0,107.57789636361883
G4500810,2018-07-30T23:00:00Z,28.3,97.02,0,56.67,0,0,0,96.83353400458334
G4500810,2018-07-31T00:00:00Z,29.4,90.81,2.6,190,0,0,0,123.69751537193235
G4500810,2018-07-31T01:00:00Z,28.9,90.22,3.1,200,0,0,0,119.85563787079253
G4500810,2018-07-31T02:00:00Z,28.3,90.73,2.1,210,0,0,0,109.41317399074521
G4500810,2018-07-31T03:00:00Z,27.8,93.52,0,126.67,0,0,0,94.45486185028203
G4500810,2018-07-31T04:00:00Z,27.25,96.76,0,0,0,0,0,84.48846690287482
G4500810,2018-07-31T05:00:00Z,26.7,100,2.1,160,0,0,0,81.77300627189516
G4500810,2018-07-31T06:00:00Z,26.7,100,2.1,180,0,0,0,81.85107090089768
G4500810,2018-07-31T07:00:00Z,27.9,96.42,3.85,195,50.5,91.5,39,86.08964610043533
G4500810,2018-07-31T08:00:00Z,28.3,93.54,4.35,190,167.5,225.5,102,66.30689092963506
G4500810,2018-07-31T09:00:00Z,29.7,84.47,2.35,205,241,104,185,82.18599714629687
G4500810,2018-07-31T10:00:00Z,31.4,76.38,2.05,190,526.5,419,243.5,58.71829349765495
G4500810,2018-07-31T11:00:00Z,31.5,76.38,2.27,205,490,138,379,66.4569411820225
G4500810,2018-07-31T12:00:00Z,31.82,74.16,2.72,200,483,84.5,406.5,74.37751415528784
G4500810,2018-07-31T13:00:00Z,33.3,72.13,4.1,180,696.5,234.5,472,65.66477538180115
G4500810,2018-07-31T14:00:00Z,32.8,74.26,5.1,170,534.5,96,443.5,83.67145913696687
G4500810,2018-07-31T15:00:00Z,32.6,76.92,4.43,183.33,380.5,33,351.5,103.59798490441352
G4500810,2018-07-31T16:00:00Z,28.35,87.51,1.82,232.5,241,22,224,63.70340113203762
G4500810,2018-07-31T17:00:00Z,27.58,96.99,2.17,202.5,119,18.5,106.5,71.27986363846617
G4500810,2018-07-31T18:00:00Z,27.2,96.99,2.43,213.33,45,0,45,82.43536237524475
G4500810,2018-07-31T19:00:00Z,26.1,96.97,4.1,230,53,1,52.5,72.79372864490212
G4500810,2018-07-31T20:00:00Z,26.1,96.97,3.6,210,9.5,1.5,9.5,80.01398498841064
G4500810,2018-07-31T21:00:00Z,26.1,100,3.43,226.67,0,0,0,78.88855954594955
G4500810,2018-07-31T22:00:00Z,25.85,100,2.35,230,0,0,0,72.78580270473208
G4500810,2018-07-31T23:00:00Z,25.6,100,0,230,0,0,0,62.9432770714386
G4500810,2018-08-01T00:00:00Z,25.6,98.01,1.5,160,0,0,0,68.92581947413296
G4500810,2018-08-01T01:00:00Z,25.6,94.03,2.1,150,0,0,0,74.33871856303038
G4500810,2018-08-01T02:00:00Z,25,100,3.6,150,0,0,0,66.13597661776556
G4500810,2018-08-01T03:00:00Z,25.3,100,2.85,152.5,0,0,0,67.48419700105944
G4500830,2018-07-01T04:00:00Z,27.8,96.42,0,41.33,0,0,0,477.99775390049564
G4500830,2018-07-01T05:00:00Z,27.52,98.21,0.6,80,0,0,0,474.9471314209353
G4500830,2018-07-01T06:00:00Z,28.05,97.02,1.8,105,6,21.5,5.5,482.3655662367671
G4500830,2018-07-01T07:00:00Z,28.9,90.81,1.95,97.5,108.5,306,53.5,456.0671689004351
G4500830,2018-07-01T08:00:00Z,29.7,90.55,2.52,131.67,236,336.5,115.5,450.64835156954433
G4500830,2018-07-01T09:00:00Z,31.4,81.65,2.3,150,385.5,417.5,153.5,460.17040863048675
G4500830,2018-07-01T10:00:00Z,32.9,71.6,0,53.85,585,563.5,178,456.5749272820492
G4500830,2018-07-01T11:00:00Z,33.129999999999995,70.58,0.87,90,818,825.5,120,441.94644494928957
G4500830,2018-07-01T12:00:00Z,34.4,63.29,4.1,130,892,796.5,149,470.1096509426002
G4500830,2018-07-01T13:00:00Z,35,63.04,4.1,110,761.5,373.5,397.5,478.4243169369465
G4500830,2018-07-01T14:00:00Z,35.3,59.99,4.1,130,940.5,819,151,480.3029730645911
G4500830,2018-07-01T15:00:00Z,36.1,57.42,2.6,120,885.5,841.5,125,490.81214978080186
G4500830,2018-07-01T16:00:00Z,36.1,57.42,2.6,153.85,646,524.5,224,510.2605086910006
G4500830,2018-07-01T17:00:00Z,31.44,77.23,3.92,247.5,327.5,244,160,488.8231900445473
G4500830,2018-07-01T18:00:00Z,30.15,96.48,2.08,273.33,133.5,74.5,99,483.5955640802733
G4500830,2018-07-01T19:00:00Z,29.23,100,1.73,220,143,122.5,107,461.19850252049736
G4500830,2018-07-01T20:00:00Z,28.7,98.22,2.07,70,34.5,35.5,30,482.9655003473562
G4500830,2018-07-01T21:00:00Z,28.9,96.45,2.1,10,0,0,0,497.0220860945808
G4500830,2018-07-01T22:00:00Z,28.9,96.45,1.5,10,0,0,0,495.2633980503417
G4500830,2018-07-01T23:00:00Z,28.6,96.73,1.8,25,0,0,0,492.40583257059063
G4500830,2018-07-02T00:00:00Z,28.3,97.02,2.1,20,0,0,0,489.4630977162405
G4500830,2018-07-02T01:00:00Z,27.8,100,1.5,60,0,0,0,479.1989145538938
G4500830,2018-07-02T02:00:00Z,27.8,100,0.75,60,0,0,0,477.0000142023329
G4500830,2018-07-02T03:00:00Z,27.8,100,1.5,280,0,0,0,480.03817480748995
G4500830,2018-07-02T04:00:00Z,27.2,100,0,288.57,0,0,0,468.59547193633375
G4500830,2018-07-02T05:00:00Z,27.2,100,0,41.54,0,0,0,467.6601117333769
G4500830,2018-07-02T06:00:00Z,27.2,100,0,0,5.5,15.5,5,464.7296298490593
G4500830,2018-07-02T07:00:00Z,28.05,100,0,0,84,154,54,448.7830158954462
G4500830,2018-07-02T08:00:00Z,28.87,96.8,1,145,130.5,66,110,463.443740791203
G4500830,2018-07-02T09:00:00Z,30,90.34,0,0,171.5,18.5,160.5,474.3793508393315
G4500830,2018-07-02T10:00:00Z,31.4,81.65,1.5,250,327,51,290.5,473.6992672951395
G4500830,2018-07-02T11:00:00Z,31.95,80.46,0.75,200,390,53,345.5,467.3100435513079
G4500830,2018-07-02T12:00:00Z,34.4,69.76,0,182.14,497.5,96,407,485.87225995025665
G4500830,2018-07-02T13:00:00Z,33.3,72.13,1.5,10,749,441,319.5,449.6242491543667
G4500830,2018-07-02T14:00:00Z,34.42,68.76,0.9,10,633.5,245.5,397.5,472.45951444045545
G4500830,2018-07-02T15:00:00Z,35.6,65.11,1.5,184.62,557.5,152,419.5,499.3339848470843
G4500830,2018-07-02T16:00:00Z,36.1,61.39,2.6,20,595.5,387.5,293.5,508.69500096031726
G4500830,2018-07-02T17:00:00Z,35.85,62.28,1.3,20,579,672.5,139,499.09237435899723
G4500830,2018-07-02T18:00:00Z,35.5,67.39,1.8,100,390.5,570.5,120,509.3434450559315
G4500830,2018-07-02T19:00:00Z,32.45,76.92,2.33,196.67,206.5,449,76.5,490.690671758746
G4500830,2018-07-02T20:00:00Z,30.85,84.53,0,93.85,50.5,172,31,499.3287605335276
G4500830,2018-07-02T21:00:00Z,30.8,84.53,0,49.29,0,0,0,524.5100916381535
G4500830,2018-07-02T22:00:00Z,30.6,87.13,0,146.15,0,0,0,520.1122893651111
G4500830,2018-07-02T23:00:00Z,30,87.61,2.1,10,0,0,0,518.2406798782825
G4500830,2018-07-03T00:00:00Z,29.4,87.55,0,303.08,0,0,0,506.17248780368254
G4500830,2018-07-03T01:00:00Z,28.9,87.51,0,246.92,0,0,0,500.10252116675036
G4500830,2018-07-03T02:00:00Z,28.3,97.02,0,200.77,0,0,0,484.0423695031643
G4500830,2018-07-03T03:00:00Z,28.3,97.02,0,75.38,0,0,0,483.56865404633896
G4500830,2018-07-03T04:00:00Z,27.8,96.42,0,55.38,0,0,0,478.1548129521725
G4500830,2018-07-03T05:00:00Z,27.8,96.42,0,52.31,0,0,0,478.14532295857344
G4500830,2018-07-03T06:00:00Z,27.8,96.42,0,110,6.5,29,6,473.86705536284103
G4500830,2018-07-03T07:00:00Z,30,87.61,2.1,40,110,338.5,50,469.33061494079107
G4500830,2018-07-03T08:00:00Z,31.1,83.44,2.1,30,295,587,81,450.0217710182027
G4500830,2018-07-03T09:00:00Z,33.9,74.45,0,67.69,494.5,717.5,101,464.4832692619945
G4500830,2018-07-03T10:00:00Z,35,69.87,1.5,50,677.5,788,116,473.0779819503798
G4500830,2018-07-03T11:00:00Z,35.55,67.74,1.5,50,825.5,827,127.5,473.20991689420015
G4500830,2018-07-03T12:00:00Z,36.1,63.28,2.1,71.54,835,627.5,252.5,483.8510001950607
G4500830,2018-07-03T13:00:00Z,36.7,57.21,3.1,30,780,425,365.5,500.9137573933974
G4500830,2018-07-03T14:00:00Z,37.5,53.96,2.6,30,909,720,215,506.29017508191345
G4500830,2018-07-03T15:00:00Z,38.3,50.7,2.6,20,882,815,145.5,521.765738494808
G4500830,2018-07-03T16:00:00Z,38.3,50.7,3.6,50,756.5,765.5,146.5,531.6502510706808
G4500830,2018-07-03T17:00:00Z,38.6,49.87,3.1,200,570,623,163,550.0731169013001
G4500830,2018-07-03T18:00:00Z,37.2,57.68,2.6,30,349.5,392.5,163.5,552.6213857335508
G4500830,2018-07-03T19:00:00Z,36.1,61.39,1.5,350,182.5,306,96,558.9232675761787
G4500830,2018-07-03T20:00:00Z,35.85,62.28,1.8,180,44,103.5,31.5,592.2559284147324
G4500830,2018-07-03T21:00:00Z,33.9,74.45,2.1,50,0,0,0,576.623224022188
G4500830,2018-07-03T22:00:00Z,31.7,76.38,4.1,210,0,0,0,555.3711450101168
G4500830,2018-07-03T23:00:00Z,30.55,79.12,2.05,210,0,0,0,533.2572805817729
G4500830,2018-07-04T00:00:00Z,29.4,84.92,0,303.08,0,0,0,508.6612960043545
G4500830,2018-07-04T01:00:00Z,29.4,84.92,0,145.38,0,0,0,508.06495853382046
G4500830,2018-07-04T02:00:00Z,30,83.21,0.75,10,0,0,0,518.4141305922915
G4500830,2018-07-04T03:00:00Z,30,90.3,2.1,50,0,0,0,515.960464604143
G4500830,2018-07-04T04:00:00Z,29.4,93.6,2.6,80,0,0,0,507.4108325914323
G4500830,2018-07-04T05:00:00Z,29.4,93.6,2.05,55,0,0,0,505.7040026780237
G4500830,2018-07-04T06:00:00Z,29.4,93.6,1.5,10,5,14,4.5,501.4175692813531
G4500830,2018-07-04T07:00:00Z,30,90.3,2.6,30,94.5,208.5,58,481.58432481103233
G4500830,2018-07-04T08:00:00Z,30.55,87.44,2.85,25,234.5,341,111,464.65347730458336
G4500830,2018-07-04T09:00:00Z,32.8,76.55,1.5,46.43,471.5,605,139.5,459.42521910771427
G4500830,2018-07-04T10:00:00Z,32.6,79.37,3.1,33.33,473,315.5,252.5,469.82232216933915
G4500830,2018-07-04T11:00:00Z,31.95,84.87,2.85,75,600.5,271,372,436.9148381353797
G4500830,2018-07-04T12:00:00Z,35,67.39,5.7,90,652.5,279.5,393,491.8810004675675
G4500830,2018-07-04T13:00:00Z,35,65.38,4.6,60,472.5,143,333,519.4544521118338
G4500830,2018-07-04T14:00:00Z,35.3,64.28,5.15,70,588,170.5,424.5,503.54119334161834
G4500830,2018-07-04T15:00:00Z,35,65.38,3.6,80,397,59.5,343,524.9405274304918
G4500830,2018-07-04T16:00:00Z,35,69.87,4.1,80,529,318.5,280.5,503.65046302363294
G4500830,2018-07-04T17:00:00Z,35,65.51,4.6,75,539,553.5,183,501.4246191625382
G4500830,2018-07-04T18:00:00Z,35,63.04,2.6,80,397,564,128,508.96327705970066
G4500830,2018-07-04T19:00:00Z,34.4,65.25,2.6,60,206.5,400,90.5,527.6845334120285
G4500830,2018-07-04T20:00:00Z,33.05,72.23,2.05,70,48,125.5,33.5,547.4773082403578
G4500830,2018-07-04T21:00:00Z,31.1,84.59,0,63.08,0,0,0,528.1482011655521
G4500830,2018-07-04T22:00:00Z,31.1,82.07,2.1,20,0,0,0,536.4848531572587
G4500830,2018-07-04T23:00:00Z,30.85,83.3,1.8,25,0,0,0,531.5378287824025
G4500830,2018-07-05T00:00:00Z,29.4,93.6,0,13.85,0,0,0,499.5726589912663
G4500830,2018-07-05T01:00:00Z,30,90.3,0,93.85,0,0,0,510.0114566735622
G4500830,2018-07-05T02:00:00Z,29.3,93.37,3.6,65,0,0,0,509.3701052650367
G4500830,2018-07-05T03:00:00Z,28.14,100,0.6,15,0,0,0,480.5561028328847
G4500830,2018-07-05T04:00:00Z,28.3,97.02,1.5,330,0,0,0,489.04300193188897
G4500830,2018-07-05T05:00:00Z,27.91,98.51,3.83,141.25,0,0,0,489.1872425599705
G4500830,2018-07-05T06:00:00Z,27.18,100,0.94,318,4,8,4,469.6697891069322
G4500830,2018-07-05T07:00:00Z,27.83,93.54,1.2,355,99.5,250.5,55,445.9647309957596
G4500830,2018-07-05T08:00:00Z,28.3,95.28,1.3,40,202.5,244.5,118.5,436.19919070766633
G4500830,2018-07-05T09:00:00Z,28.9,93.6,2.6,46.67,167,17,157.5,467.15141755723636
G4500830,2018-07-05T10:00:00Z,30.7,87.7,2.6,36.67,291,65,245,470.0513478837493
G4500830,2018-07-05T11:00:00Z,31.9,82.12,1.7,86.67,601.5,251,388.5,434.64410556568373
G4500830,2018-07-05T12:00:00Z,33.9,69.66,2.6,40,701.5,275.5,445,457.39952016619725
G4500830,2018-07-05T13:00:00Z,35,67.39,3.1,90,820.5,466.5,366,466.52854201270986
G4500830,2018-07-05T14:00:00Z,35.3,64.15,1.55,90,845,550.5,314.5,468.7394176298976
G4500830,2018-07-05T15:00:00Z,35,61.14,1.5,62.5,689.5,317,402,478.91041397079107
G4500830,2018-07-05T16:00:00Z,35.6,59.08,2.1,130,691.5,584.5,226.5,493.7116680327602
G4500830,2018-07-05T17:00:00Z,35.6,59.08,1.05,130,526.5,537,179,507.0755365868083
G4500830,2018-07-05T18:00:00Z,35,61.14,1.5,40,354.5,419.5,155,518.9325735802527
G4500830,2018-07-05T19:00:00Z,32.8,76.55,0,87.69,187.5,341.5,91.5,497.4846315448664
G4500830,2018-07-05T20:00:00Z,31.95,79.31,0,88.46,48,147.5,31,520.0585723227807
G4500830,2018-07-05T21:00:00Z,30,87.61,0,53.08,0,0,0,512.3924865474086
G4500830,2018-07-05T22:00:00Z,28.9,93.57,0,0,0,0,0,493.69938504538106
G4500830,2018-07-05T23:00:00Z,28.9,93.57,0.75,210,0,0,0,496.69959392856083
G4500830,2018-07-06T00:00:00Z,28.3,97.02,0,114.62,0,0,0,483.8666983716824
G4500830,2018-07-06T01:00:00Z,28.9,93.57,1.5,150,0,0,0,498.6772675034019
G4500830,2018-07-06T02:00:00Z,28.35,95,0.75,150,0,0,0,488.6676789283396
G4500830,2018-07-06T03:00:00Z,27.8,96.42,0,271.54,0,0,0,479.12862151283383
G4500830,2018-07-06T04:00:00Z,27.8,96.42,0,101.54,0,0,0,478.485603424268
G4500830,2018-07-06T05:00:00Z,27.5,98.21,0,43.85,0,0,0,473.07258673549
G4500830,2018-07-06T06:00:00Z,27.2,100,1.5,260,5.5,22,5,469.59438253301397
G4500830,2018-07-06T07:00:00Z,29.4,90.81,1.5,230,93,242.5,52.5,468.9249704285901
G4500830,2018-07-06T08:00:00Z,30.25,89.25,2.05,250,273.5,493.5,97,443.1385589778473
G4500830,2018-07-06T09:00:00Z,32.8,79.37,0,270.77,392,335.5,209.5,471.0873137482464
G4500830,2018-07-06T10:00:00Z,35,65.38,2.1,230,579,457,252,491.94278930812453
G4500830,2018-07-06T11:00:00Z,35,63.26,2.35,230,711,487,301,480.2622783555952
G4500830,2018-07-06T12:00:00Z,36.7,53.49,2.1,188.33,872.5,694.5,226,497.74364885599516
G4500830,2018-07-06T13:00:00Z,37.8,48.74,3.1,170,878.5,623,272.5,516.9717977787974
G4500830,2018-07-06T14:00:00Z,37.53,50.44,2.6,210,694,303,401,524.213574342652
G4500830,2018-07-06T15:00:00Z,30.37,71.09,3.4,315,326.5,47,284,479.0918408582693
G4500830,2018-07-06T16:00:00Z,31.15,66.72,3.85,335,376,121,283,485.02789026437716
G4500830,2018-07-06T17:00:00Z,30.85,70.25,4.35,175,327.5,112,251,486.84370906496315
G4500830,2018-07-06T18:00:00Z,29.4,79.37,1.5,20,152.5,11.5,147,485.79193543424293
G4500830,2018-07-06T19:00:00Z,28.9,81.79,2.1,50,75.5,0,75.5,495.5407992635833
G4500830,2018-07-06T20:00:00Z,28.9,81.79,1.8,40,21,1,21,505.68053858466493
G4500830,2018-07-06T21:00:00Z,28.3,87.46,1.5,360,0,0,0,498.10369538099525
G4500830,2018-07-06T22:00:00Z,27.8,90.14,1.5,340,0,0,0,489.65062903540917
G4500830,2018-07-06T23:00:00Z,27.5,91.82,0.75,340,0,0,0,482.35741953119964
G4500830,2018-07-07T00:00:00Z,27.2,93.49,2.1,30,0,0,0,480.05994487884374
G4500830,2018-07-07T01:00:00Z,27.2,93.49,2.1,50,0,0,0,480.1380095078463
G4500830,2018-07-07T02:00:00Z,26.95,94.94,1.05,50,0,0,0,472.76709726121175
G4500830,2018-07-07T03:00:00Z,27.2,93.49,2.1,40,0,0,0,480.10438015596475
G4500830,2018-07-07T04:00:00Z,27.1,93.49,2.6,25,0,0,0,480.3377771809992
G4500830,2018-07-07T05:00:00Z,27.16,93.49,2.6,24,0,0,0,481.0436697547214
G4500830,2018-07-07T06:00:00Z,27.2,93.49,3.1,20,2,1,2,482.44730338652147
G4500830,2018-07-07T07:00:00Z,27.8,90.14,4.6,30,32,0,32,491.03364207734205
G4500830,2018-07-07T08:00:00Z,28.35,88.83,4.6,30,86,1,85.5,487.6533685122295
G4500830,2018-07-07T09:00:00Z,28.3,90.73,4.6,50,69.5,0,69.5,488.7784803992666
G4500830,2018-07-07T10:00:00Z,28.9,87.51,4.6,40,140,3,138,484.4032488184092
G4500830,2018-07-07T11:00:00Z,28.08,90.51,4.47,40,126,2,124.5,474.45944654251605
G4500830,2018-07-07T12:00:00Z,27.8,90.14,6.2,30,98,1,97,482.2956570068363
G4500830,2018-07-07T13:00:00Z,26.9,93.47,5,30,93.5,0,93.5,465.91906165292755
G4500830,2018-07-07T14:00:00Z,26.28,95.22,5.07,28.33,79,0,79,460.1591091917822
G4500830,2018-07-07T15:00:00Z,26.1,96.97,5.7,20,129.5,2.5,127,448.0875686143334
G4500830,2018-07-07T16:00:00Z,26.05,93.44,4.6,15,137.5,4.5,134,445.8526074777336
G4500830,2018-07-07T17:00:00Z,26.6,90.1,4.8,23.33,243,52.5,207,435.3146738672892
G4500830,2018-07-07T18:00:00Z,26.7,86.77,4.1,30,121.5,20,113,460.7926351926378
G4500830,2018-07-07T19:00:00Z,26.7,86.77,3.6,30,125,180,74,448.81824067878046
G4500830,2018-07-07T20:00:00Z,26.22,87.01,3.22,25,28.5,59,20.5,466.88479646998604
G4500830,2018-07-07T21:00:00Z,25.85,89.98,3.1,20,0,0,0,470.33512079497353
G4500830,2018-07-07T22:00:00Z,25,89.94,2.1,40,0,0,0,457.49220748538795
G4500830,2018-07-07T23:00:00Z,25.55,86.99,2.35,35,0,0,0,467.42818966979297
G4500830,2018-07-08T00:00:00Z,26.7,75.58,5.7,40,0,0,0,501.4140875281873
G4500830,2018-07-08T01:00:00Z,26.1,78.41,4.1,30,0,0,0,486.98517506535774
G4500830,2018-07-08T02:00:00Z,25.85,78.37,3.6,30,0,0,0,482.60899827827757
G4500830,2018-07-08T03:00:00Z,25.6,78.33,3.6,40,0,0,0,479.73814757091395
G4500830,2018-07-08T04:00:00Z,24.4,81.21,3.1,30,0,0,0,461.4158634331669
G4500830,2018-07-08T05:00:00Z,23.85,82.74,3.6,35,0,0,0,455.00102730699575
G4500830,2018-07-08T06:00:00Z,23.3,84.26,4.1,30,5,20.5,4.5,445.32221642491413
G4500830,2018-07-08T07:00:00Z,24.4,78.66,4.1,30,104.5,325,49,419.4552770620351
G4500830,2018-07-08T08:00:00Z,25,73.12,4.6,35,291,586,81.5,395.32982103483755
G4500830,2018-07-08T09:00:00Z,26.7,58.81,7.2,30,496,735,96.5,414.2014008769113
G4500830,2018-07-08T10:00:00Z,27.8,55,5.1,40,689,827.5,103,410.67376820308175
G4500830,2018-07-08T11:00:00Z,28.9,51.47,3.6,30,848,881.5,107.5,413.6859318198365
G4500830,2018-07-08T12:00:00Z,30,48.19,4.6,40,957.5,911,110,427.5975820126309
G4500830,2018-07-08T13:00:00Z,30.6,48.35,3.6,40,1009,924.5,110,429.475174407072
G4500830,2018-07-08T14:00:00Z,31.1,43.69,3.6,20,998.5,927.5,105.5,440.26952165184065
G4500830,2018-07-08T15:00:00Z,32.2,40.95,3.1,20,928,915,102,457.21580899277853
G4500830,2018-07-08T16:00:00Z,32.8,39.53,4.6,40,802,886,96.5,475.87587946577423
G4500830,2018-07-08T17:00:00Z,32.8,37.44,4.1,45,632.5,837,88,485.4906815087601
G4500830,2018-07-08T18:00:00Z,32.2,39.36,3.1,40,434.5,753,76.5,487.659147385885
G4500830,2018-07-08T19:00:00Z,31.1,42,2.6,60,230,601.5,58,493.85262216663324
G4500830,2018-07-08T20:00:00Z,30,44.94,2.05,50,56,267,27,522.1673718731658
G4500830,2018-07-08T21:00:00Z,26.7,61.16,0,56.15,0,0,0,498.154168756432
G4500830,2018-07-08T22:00:00Z,26.7,61.16,0,51.54,0,0,0,498.1388341976484
G4500830,2018-07-08T23:00:00Z,26.4,63.35,0.75,360,0,0,0,495.9458441198946
G4500830,2018-07-09T00:00:00Z,25,72.91,2.1,10,0,0,0,473.21442301840744
G4500830,2018-07-09T01:00:00Z,24.4,75.68,2.6,10,0,0,0,465.04203016392717
G4500830,2018-07-09T02:00:00Z,24.4,73.08,2.6,15,0,0,0,467.4723091775525
G4500830,2018-07-09T03:00:00Z,23.9,72.72,2.1,10,0,0,0,460.425638973143
G4500830,2018-07-09T04:00:00Z,23.3,77.99,2.1,10,0,0,0,448.46938909978064
G4500830,2018-07-09T05:00:00Z,23.3,77.99,1.8,10,0,0,0,447.59112567018497
G4500830,2018-07-09T06:00:00Z,22.8,80.48,1.5,360,5,36.5,4.5,434.8017778631964
G4500830,2018-07-09T07:00:00Z,25,70.14,2.1,10,112,422.5,41.5,418.92070645508727
G4500830,2018-07-09T08:00:00Z,26.1,66.92,2.6,35,304.5,669.5,66.5,401.5735991434594
G4500830,2018-07-09T09:00:00Z,28.3,57.32,2.1,50,510.5,792,82,415.8295313852051
G4500830,2018-07-09T10:00:00Z,30,51.76,0,77.5,701,862,92,422.94989466058644
G4500830,2018-07-09T11:00:00Z,30.55,50.12,0,93.08,856.5,902.5,99,423.3010752321933
G4500830,2018-07-09T12:00:00Z,32.2,47.24,1.5,190,962.5,924,103.5,445.6793602807304
G4500830,2018-07-09T13:00:00Z,33.9,47.7,0,140,1012,932.5,106,458.6958039444989
G4500830,2018-07-09T14:00:00Z,34.15,47.02,0,131.54,1000.5,929,106.5,462.67463233924354
G4500830,2018-07-09T15:00:00Z,35.6,46.37,2.1,193.33,927.5,913.5,103,490.0430841018821
G4500830,2018-07-09T16:00:00Z,35.6,47.85,1.5,138.33,801.5,884.5,97.5,492.4931588618966
G4500830,2018-07-09T17:00:00Z,35.6,47.11,1.8,208.46,631.5,833.5,89.5,503.5862792776536
G4500830,2018-07-09T18:00:00Z,35,51.43,0,276.15,434,748,78.5,501.5253587448343
G4500830,2018-07-09T19:00:00Z,32.8,62.55,2.1,140,229.5,594.5,59.5,494.2495024505838
G4500830,2018-07-09T20:00:00Z,31.95,64.57,1.05,140,55.5,259,27.5,525.2412017959429
G4500830,2018-07-09T21:00:00Z,29.4,79.37,0,93.08,0,0,0,513.3116284423218
G4500830,2018-07-09T22:00:00Z,28.9,78.81,0,206.92,0,0,0,508.36866947252116
G4500830,2018-07-09T23:00:00Z,28.6,81.81,0,277.69,0,0,0,502.32200299627016
G4500830,2018-07-10T00:00:00Z,27.2,87.36,2.1,260,0,0,0,486.76845529289216
G4500830,2018-07-10T01:00:00Z,26.7,86.77,0,225.38,0,0,0,475.12689054804565
G4500830,2018-07-10T02:00:00Z,26.4,87.01,0,135.38,0,0,0,471.0274710954678
G4500830,2018-07-10T03:00:00Z,26.1,84.04,0,190,0,0,0,470.4512731830331
G4500830,2018-07-10T04:00:00Z,25,87.16,1.5,280,0,0,0,459.33483229533294
G4500830,2018-07-10T05:00:00Z,25,87.16,0.75,280,0,0,0,457.13593194377194
G4500830,2018-07-10T06:00:00Z,25,87.16,1.5,50,5,33,4.5,453.82407431600814
G4500830,2018-07-10T07:00:00Z,27.2,81.58,0,250.91,110,410,42,430.39975072900404
G4500830,2018-07-10T08:00:00Z,28.9,76.39,0.75,340,302.5,660,69,422.2059063491087
G4500830,2018-07-10T09:00:00Z,33.3,53.95,1.5,148.46,507,779,86.5,477.21119260506674
G4500830,2018-07-10T10:00:00Z,33.9,47.7,2.1,60,694,841,100.5,479.6510250391015
G4500830,2018-07-10T11:00:00Z,34.15,47.77,1.05,60,844.5,874,111.5,471.8683138503112
G4500830,2018-07-10T12:00:00Z,35,44.77,2.6,20,947,889,121,484.35675652034365
G4500830,2018-07-10T13:00:00Z,36.1,45.07,1.5,183.33,993,894.5,124.5,492.6146407160953
G4500830,2018-07-10T14:00:00Z,36.4,44.31,2.3,50,976,881.5,128.5,499.5874956098599
G4500830,2018-07-10T15:00:00Z,37.2,43.69,1.5,10,866.5,758.5,181.5,511.96595011988506
G4500830,2018-07-10T16:00:00Z,37.8,42.24,2.1,60,702.5,629.5,197.5,535.6658625928968
G4500830,2018-07-10T17:00:00Z,36.95,45.27,2.1,80,532.5,542.5,181.5,537.7702521453924
G4500830,2018-07-10T18:00:00Z,36.1,51.71,2.6,160,406.5,647.5,100.5,528.8559189047924
G4500830,2018-07-10T19:00:00Z,33.9,60.89,2.1,170,219.5,535,67,514.2875849864026
G4500830,2018-07-10T20:00:00Z,33.35,62.9,1.05,170,51,205.5,28,549.4403629144728
G4500830,2018-07-10T21:00:00Z,31.1,73.98,0,289.23,0,0,0,539.1488424188558
G4500830,2018-07-10T22:00:00Z,30.6,76.2,1.5,260,0,0,0,535.4891025167526
G4500830,2018-07-10T23:00:00Z,30,79.03,1.8,270,0,0,0,526.7121160572866
G4500830,2018-07-11T00:00:00Z,28.9,84.35,1.5,280,0,0,0,507.9710089641011
G4500830,2018-07-11T01:00:00Z,28.9,81.79,0,270.77,0,0,0,505.9080958815565
G4500830,2018-07-11T02:00:00Z,28.6,81.75,0,70.77,0,0,0,501.6506535452767
G4500830,2018-07-11T03:00:00Z,28.3,81.72,0,83.85,0,0,0,498.1926205702442
G4500830,2018-07-11T04:00:00Z,27.8,84.23,0,17.69,0,0,0,489.72188989696883
G4500830,2018-07-11T05:00:00Z,27.5,87.44,0,201.54,0,0,0,483.909796949301
G4500830,2018-07-11T06:00:00Z,27.8,87.41,0,0,4.5,25,4,483.07319948420405
G4500830,2018-07-11T07:00:00Z,30,78.97,0,136.15,102.5,351,45,471.59999078351495
G4500830,2018-07-11T08:00:00Z,31.4,72.96,1.05,10,286.5,599.5,75,460.37931453125543
G4500830,2018-07-11T09:00:00Z,34.4,61.01,2.1,350,485,726,94,490.9888623725441
G4500830,2018-07-11T10:00:00Z,36.1,48.29,3.1,50,666,786,112.5,512.1908702740368
G4500830,2018-07-11T11:00:00Z,36.4,48.22,3.1,45,798.5,758,163.5,507.5313834327299
G4500830,2018-07-11T12:00:00Z,36.7,44.95,2.1,80,852.5,645.5,253,506.032177070088
